Numbers,
187092.761
177116.5857
187494.2842
183884.0439
169588.4675
172206.0739
174794.4334
170805.1216
180339.916
174311.6839
170136.5538
184795.5617
184705.7613
186641.9127
189061.0559
193814.3868
196975.935
195084.1654
197246.8135
197027.0733
202280.3235
195496.3643
192418.1221
179254.1458
187165.0866
170216.8967
170491.7504
169916.3011
169284.2666
167828.5254
179679.8026
181863.7732
183745.312
182606.7721
178481.6869
182799.1078
180668.5821
190136.3576
182913.5186
185130.5869
194207.9073
204531.8984
221015.2917
230592.9189
224199.7891
244378.0985
253264.5748
251719.1007
260683.5487
274949.8125
285479.9997
287819.5134
293516.6534
295938.5273
299213.0891
294917.4482
310927.9007
337562.2091
338310.3913
334468.4397
344409.7576
309285.1277
305760.6564
302791.998
309688.613
306685.6493
305730.0234
301994.4905
304134.6585
303883.7986
314351.6885
314281.4065
327043.8451
330571.4256
340797.8609
354249.7022
353895.5189
357561.9464
376192.5964
380855.8399
381531.3557
395108.2132
397709.2207
384974.4523
389332.0716
392613.5143
385769.5271
390955.8918
377432.4682
374446.76
372960.5653
386168.3688
385501.0271
397051.0271
413025.6484
425355.8061
425179.5172
419423.5976
421892.6298
427529.4275
431722.5965
413818.7401
419657.4525
427129.9855
417862.4899
433489.7472
421461.5541
420805.4977
420287.4079
421976.5205
414003.8952
414468.1408
400731.9089
401217.8286
387636.4071
395205.6606
390589.7415
394146.2075
395684.6964
387547.5933
399364.1787
393202.7947
386884.1549
362508.8182
367468.2899
380480.8213
380838.304
386241.9921
385435.1068
404281.1663
401612.6437
407916.8901
388774.5461
392501.1947
407656.4487
407691.4722
412005.4935
422316.1458
416410.7841
438382.6739
483550.3968
529401.8397
518833.7236
518505.2179
512090.4238
500565.2744
519162.6598
511371.185
493842.8136
492714.2142
479016.7911
482759.1098
482806.7279
442159.5754
445103.437
452539.6456
459539.8464
485823.9282
488161.8458
492643.641
488635.4753
480515.7558
484369.9065
480681.6272
506452.882
505026.4348
477319.8539
496962.4077
503380.0014
500599.8564
506956.794
503022.0803
502690.7662
500007.5471
519056.7909
515246.164
546072.8575
542406.3292
535088.3809
541282.3872
527654.5065
536550.5248
543633.0633
545585.4566
552260.2241
538803.1045
544605.5995
558302.4254
542199.1764
532795.4151
545145.9645
544239.2014
551725.7881
525432.22
526993.5209
529797.936
524823.3075
521276.5896
509828.9469
508449.0226
508668.6008
512090.8099
538286.551
527199.9658
546410.522
540364.6188
536302.3814
530430.0202
538129.8108
557168.0728
557029.8005
560524.6209
554492.3537
553361.9924
540306.6182
549729.8166
566372.8585
570791.5545
567468.1003
542313.5346
546639.2542
542125.1847
521432.7667
519264.911
508472.5881
498523.5952
511485.2859
546174.8987
566873.7616
590318.2645
564133.6241
551541.4448
558783.0228
569370.8633
636528.4011
664303.4321
662173.4816
660396.9186
680073.2713
695043.1818
684498.673
691014.6051
710656.4279
714712.9297
726050.0364
689519.217
721069.2795
759755.9998
810139.2161